id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
34101280,2019/10/08 11:32 AM CDT,2019-10-08,2019-10-08 16:32:00 UTC,Central Time (US & Canada),270816,vanremsen,Van Remsen,2019-10-09 03:28:25 UTC,2020-02-28 03:34:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34101280,https://inaturalist-open-data.s3.amazonaws.com/photos/53627604/medium.jpeg,,butterflies,"hairy caterpillar on mowed levee.

ID to group by iNat auto-ID",1,0,false,,"Pointe Coupee Parish, LA, USA",30.7746333333,-91.5976555556,,,,,,,,false,,,New World Checkered-Skippers,Burnsius,New World Checkered-Skippers,Insecta,1038402
34440786,2009-10-12,2009-10-12,,Eastern Time (US & Canada),2229996,annkatrinrose,Annkatrin Rose,2019-10-16 04:03:31 UTC,2022-10-02 00:05:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34440786,https://inaturalist-open-data.s3.amazonaws.com/photos/54205515/medium.jpg,,"Black Locust, Robinia pseudoacacia, FABACEAE, bean leaf roller, silver-spotted skipper, epargyreus clarus",Silver-spotted skipper (<i>Epargyreus clarus</i>) caterpillar on black locust - two of them were hiding in rolled-up leaves on a branch collected for botany lab.,1,0,false,,Appalachian State University,36.213991,-81.681665,,,,,,,,false,,"",Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
35171888,Thu Oct 31 2019 20:16:25 GMT+0200 (GMT+2),2019-10-31,2019-10-31 18:16:25 UTC,Pretoria,611863,suncana,"",2019-11-01 18:31:04 UTC,2022-04-22 10:05:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/35171888,https://static.inaturalist.org/photos/55431100/medium.jpg,,"","CRG 340

Caterpillar: https://www.inaturalist.org/observations/33807650

Butterfly: https://www.inaturalist.org/observations/35371998",1,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.8451966141,30.9196605441,5,,,,5,,open,false,,,Clouded Flat,Tagiades flesus,Clouded Flat,Insecta,141632
35176281,Fri Nov 01 2019 15:54:21 GMT-0400 (EDT),2019-11-01,2019-11-01 19:54:21 UTC,Eastern Time (US & Canada),743075,megan186,Megan Blythe,2019-11-01 20:53:00 UTC,2019-11-01 21:56:49 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/35176281,https://static.inaturalist.org/photos/55439055/medium.jpg,,"",Late season. Egg initially laid mid-September on my Spurred Butterfly Vine in garden. Took in and raised caterpillar and eclosed today. 19 days total in chrysalis. Released about an hour after eclosing. Temp 60f and sunny. ,1,0,false,3,"Heatherton Cir, Dacula, GA, US",34.0306388333,-83.9236216667,5,,,,5,,,false,,,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,Insecta,67435
35371998,Wed Nov 06 2019 13:38:52 GMT+0200 (GMT+2),2019-11-06,2019-11-06 11:38:52 UTC,Africa/Johannesburg,611863,suncana,"",2019-11-06 15:31:03 UTC,2019-11-30 18:30:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/35371998,https://static.inaturalist.org/photos/55770116/medium.jpg,,CRG340,"CRG 340

Caterpillar: https://www.inaturalist.org/observations/33807650

Chrysalis: https://www.inaturalist.org/observations/35171888",2,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.8451880645,30.9196105041,5,,,,5,,open,false,,,Clouded Skipper,Tagiades flesus,Clouded Flat,Insecta,141632
35432228,2019/09/28 1:41 PM EDT,2019-09-28,2019-09-28 17:41:00 UTC,Eastern Time (US & Canada),696318,roamingthewoods,"",2019-11-08 01:59:53 UTC,2020-12-06 23:02:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35432228,https://inaturalist-open-data.s3.amazonaws.com/photos/55869780/medium.jpg,,"Silver Spotted Skipper Caterpillar, Sand Barrens",,1,0,false,,"North Kingsville, OH, USA",41.9317763494,-80.6482514413,187,,,,187,,,false,,,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
35432632,2019/09/29 10:23 AM EDT,2019-09-29,2019-09-29 14:23:00 UTC,Eastern Time (US & Canada),696318,roamingthewoods,"",2019-11-08 02:10:10 UTC,2020-12-06 19:05:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35432632,https://inaturalist-open-data.s3.amazonaws.com/photos/55870395/medium.jpg,,Silver Spotted Skipper Caterpillar,,1,0,false,,United States,41.8616574014,-80.732883693,4414,,,,27723,obscured,,true,,,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
35435189,2019/11/05 4:49 PM CST,2019-11-05,2019-11-05 22:49:00 UTC,Central Time (US & Canada),60216,tex-anne,"",2019-11-08 03:36:43 UTC,2022-04-27 21:15:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35435189,https://inaturalist-open-data.s3.amazonaws.com/photos/55873461/medium.jpeg,,"Chioides albofasciatus, white-striped ponytail, caterpillar, butterfly, insect",,1,0,false,,"907 West Slaughter Lane, Austin, TX 78748, USA",30.1587351,-97.8082444,728,,,,728,,,false,,,White-striped Longtail,Chioides albofasciatus,White-striped Longtail,Insecta,148800
35951471,2018-08-10 1:11:00 PM GMT-03:00,2018-08-10,2018-08-10 16:11:00 UTC,Brasilia,2415207,nandenibechoe,Nandeni Bechoe,2019-11-22 17:16:23 UTC,2022-08-02 09:13:48 UTC,research,,https://www.inaturalist.org/observations/35951471,https://static.inaturalist.org/photos/56760394/medium.jpg,,"",Caterpillar was feeding on Heliconia leaves,2,0,false,2,"Latour, Paramaribo, Suriname",5.7942931628,-55.2116759866,11,,,,11,,,false,gps,gps,Thracides arcalaus,Thracides arcalaus,,Insecta,967497
36100373,2019-11-25 6:22:00 PM GMT+05:30,2019-11-25,2019-11-25 12:52:00 UTC,Chennai,1535890,snigdhasehgal,,2019-11-26 16:47:30 UTC,2019-12-07 19:12:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36100373,https://inaturalist-open-data.s3.amazonaws.com/photos/57022377/medium.jpeg,,"",Several catterpillars 3-4cm long. On areca and other types of palm leaves. The largest caterpillars roll a palm leaf around possibly to pupate.  ,3,0,false,2,"Moira, Goa, India",15.5919166751,73.8438930362,105,,,,105,,,false,gps,gps,Giant Redeye,Gangara thyrsis,Giant Redeye,Insecta,334732
37133405,2003/11/06 10:41 AM EST,2003-11-06,2003-11-06 15:41:00 UTC,Eastern Time (US & Canada),956921,mikehannisian,Mike Hannisian,2019-12-31 16:39:29 UTC,2021-07-28 04:36:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37133405,https://inaturalist-open-data.s3.amazonaws.com/photos/58814205/medium.jpg,,"Butterflies, caterpillar, color image, grey/gray, Guava Skipper (Phocides palemon), Hidalgo County, horizontal, Indian Ridge, larva caterpillar, maroon, Mission, North America, Places, Skippers (Hesperiidae), Spread-wing Skippers (Pyrginae), Texas, United States, white",Mission,1,0,false,,"Texas, US",26.270348199,-98.2175596284,14,,,,29868,obscured,,true,,,Guava Skipper,Phocides lilea,Guava Skipper,Insecta,1267498
37587699,1998-7-10,1998-07-10,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-01-14 16:06:12 UTC,2020-01-16 19:10:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37587699,https://inaturalist-open-data.s3.amazonaws.com/photos/59615417/medium.jpg,,"",Last instar caterpillar located on Phragmites australis on 10 Jul 1998.  Adult female eclosed on 3 Aug. 1998.  See video https://www.youtube.com/watch?v=MTT3T6bY16o,1,0,false,,"Saltair, I-80, Salt Lake County, UT",40.743831,-112.180636,,,,,,,,false,,,Ochlodes yuma scudderi,Ochlodes yuma scudderi,,Insecta,542002
37587806,1998-7-22,1998-07-22,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-01-14 16:12:02 UTC,2020-01-16 19:10:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37587806,https://inaturalist-open-data.s3.amazonaws.com/photos/59615711/medium.jpg,,"","Last instar caterpillar located on Phragmites australis on 22 Jul 1998.  Adult female eclosed on 20 Aug 1998.  
 Dorsal photo of this same taxon from same location can be found at https://www.inaturalist.org/observations/37587699 Also See https://www.youtube.com/watch?v=MTT3T6bY16o   ",1,0,false,,"Saltair, I-80, Salt Lake County, UT",40.743831,-112.180636,,,,,,,,false,,,Ochlodes yuma scudderi,Ochlodes yuma scudderi,,Insecta,542002
37587896,1998-7-22,1998-07-22,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-01-14 16:17:20 UTC,2020-01-16 19:10:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37587896,https://inaturalist-open-data.s3.amazonaws.com/photos/59616015/medium.jpg,,"",Last instar caterpillar located on Phragmites australis on 22 Jul 1998. Adult male eclosed on 9 Aug. 1998. ,1,0,false,,"Saltair, I-80, Salt Lake County, UT",40.743831,-112.180636,,,,,,,,false,,,Ochlodes yuma scudderi,Ochlodes yuma scudderi,,Insecta,542002
37587955,1998-7-10,1998-07-10,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-01-14 16:19:27 UTC,2020-01-16 19:10:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37587955,https://inaturalist-open-data.s3.amazonaws.com/photos/59616091/medium.jpg,,"",Last instar caterpillar located on Phragmites australis on 10 Jul 1998. Adult male eclosed on 1 Aug. 1998.  Dorsal photograph of this same taxon from the same location can be found at https://www.inaturalist.org/observations/37587896,1,0,false,,"Saltair, I-80, Salt Lake County, UT",40.743831,-112.180636,,,,,,,,false,,,Ochlodes yuma scudderi,Ochlodes yuma scudderi,,Insecta,542002
38352494,2001-6-16,2001-06-16,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-02-06 06:30:52 UTC,2020-02-09 22:57:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38352494,https://inaturalist-open-data.s3.amazonaws.com/photos/60941547/medium.jpg,,"",Collected fifth instar caterpillar feeding on Atriplex confertifolia on 16 Jun 2001.  Female eclosed on 14 Jul 2001.,0,0,false,,"West side UT Hwy 10, Emery Co., UT",39.350447,-110.934836,,,,,,,,false,,,Hesperopsis libya confertiblanca,Hesperopsis libya confertiblanca,,Insecta,542000
38352566,2001-6-16,2001-06-16,,Mountain Time (US & Canada),223227,todd3331,Todd Stout,2020-02-06 06:34:23 UTC,2020-02-09 22:55:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38352566,https://inaturalist-open-data.s3.amazonaws.com/photos/60941677/medium.jpg,,"",Collected fifth instar caterpillar feeding in larval shelter on Atriplex confertifolia on 16 Jun 2001. Male eclosed on 8 Jul 2001.  See http://www.raisingbutterflies.org/h-libya-confertiblanca-immatur/,0,0,false,,"West side UT Hwy 10, Emery Co., UT",39.350447,-110.934836,,,,,,,,false,,,Hesperopsis libya confertiblanca,Hesperopsis libya confertiblanca,,Insecta,542000
38722775,2012/06/10 7:23 AM CDT,2012-06-10,2012-06-10 12:23:00 UTC,Central Time (US & Canada),2571385,jollyphoto,,2020-02-16 20:16:13 UTC,2022-03-05 15:43:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38722775,https://inaturalist-open-data.s3.amazonaws.com/photos/61587006/medium.jpg,,"Butter, fly, butterfly, flower, bloom, moth, pollen, blue, purple, eat, petal, Oklahoma, Tulsa, Zoo, Lepidoptera, Papilionoidea, Hesperioidea, Hedyloidea, insect, flight, wing, wings, pollenate, nectar, caterpillar, Papilio, machaon, troilus, demoleus, Ornithoptera, Pieris, rapae, brassicae, napi, eucharis, Speckled, Wood, Pararge, aegeria, monarch, migrate",Butterfly in flowers portrait,2,0,false,,"Tulsa, OK, USA",36.1539816,-95.992775,34509,,,,34509,,,false,,,Sachem,Atalopedes campestris,Sachem,Insecta,52075
38815880,Sat Feb 15 2020 13:00:03 GMT-0700 (MST),2020-02-15,2020-02-15 20:00:03 UTC,Mountain Time (US & Canada),502136,kyriforman,,2020-02-19 01:39:12 UTC,2020-03-12 00:01:23 UTC,research,,https://www.inaturalist.org/observations/38815880,https://static.inaturalist.org/photos/62208310/medium.jpg,,"",Megathymus yuccae browni found as 5th instar caterpillar in yucca root. Caught 3 others in same area. ,1,0,false,3,"Nephi, UT, US",39.6643071627,-113.1365583626,1221,,,,1221,,,false,,,Megathymus yuccae navajo,Megathymus yuccae navajo,,Insecta,237221
39033795,Fri Feb 21 2020 19:30:12 GMT+0200 (GMT+2),2020-02-21,2020-02-21 17:30:12 UTC,Pretoria,611863,suncana,"",2020-02-22 04:46:20 UTC,2022-08-08 14:45:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/39033795,https://static.inaturalist.org/photos/61934871/medium.jpg,,"","CRG 407

Caterpillar: https://www.inaturalist.org/observations/36678129",1,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.845715,30.91941,28,,,,28,,open,false,,,Banana-tree Nightfighter,Moltena fiara,Banana-tree Nightfighter,Insecta,676195
39275718,2020-02-27 9:34:29 AM GMT-03:00,2020-02-27,2020-02-27 12:34:29 UTC,Brasilia,2415207,nandenibechoe,Nandeni Bechoe,2020-02-27 12:42:51 UTC,2020-09-05 23:37:20 UTC,research,,https://www.inaturalist.org/observations/39275718,https://static.inaturalist.org/photos/62292413/medium.jpeg,,"",Caterpillar was found on lablab bean leaves,1,0,false,2,"Latour, Paramaribo, Suriname",5.7944489368,-55.2117034793,11,,,,11,,,false,gps,gps,Blurry-striped Longtail,Chioides catillus,Blurry-striped Longtail,Insecta,321587
42373790,Tue Apr 14 2020 18:48:36 GMT+0200 (GMT+2),2020-04-14,2020-04-14 16:48:36 UTC,Pretoria,611863,suncana,"",2020-04-17 05:53:34 UTC,2022-04-17 19:28:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/42373790,https://static.inaturalist.org/photos/67278113/medium.jpg,,"","Lepsoc Challenge 

CRG 581

Caterpillar: https://www.inaturalist.org/observations/41424636",2,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.8449444445,30.9198265896,10,,,,10,,open,false,,,Palm-tree Nightfighter,Zophopetes dysmephila,Palm-tree Nightfighter,Insecta,481662
44670876,Sat May 02 2020 11:50:00 GMT-0500 (CDT),2020-05-02,2020-05-02 11:50:00 UTC,UTC,2857399,m3g4,,2020-05-03 00:48:57 UTC,2021-06-04 07:53:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44670876,https://inaturalist-open-data.s3.amazonaws.com/photos/70821241/medium.jpg,,"",Polyphemus Caterpillar?,2,0,false,3,"Dennis Johnston Park, Spring, TX, US",30.0911223036,-95.4095141474,395,,,,395,,,false,,,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,Insecta,67435
47931759,2020-03-25 5:49:15 PM GMT+08:00,2020-03-25,2020-03-25 09:49:15 UTC,Hong Kong,935510,yuetfungling,"",2020-05-31 02:14:18 UTC,2022-06-15 07:04:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47931759,https://inaturalist-open-data.s3.amazonaws.com/photos/76034410/medium.jpeg,,"","B. gomata, 3rd instar
Caterpillars construct individual shelters since the 2nd or 3rd instar
Here every leaflet of Schefflera arboricola is utilized",2,0,false,2,"Southern, HK",22.2417635977,114.1484890133,48,,,,48,,,false,gps,gps,白傘弄蝶,Bibasis gomata,Pale Green Awlet,Insecta,334905
48635823,Tue Jun 02 2020 08:12:41 GMT+0200 (GMT+2),2020-06-02,2020-06-02 06:12:41 UTC,Pretoria,611863,suncana,"",2020-06-06 11:13:37 UTC,2022-01-29 19:33:32 UTC,research,CC-BY,https://www.inaturalist.org/observations/48635823,https://static.inaturalist.org/photos/77182816/medium.jpg,,"","CRG 598

Caterpillar: https://www.inaturalist.org/observations/42645273

Pupa: https://www.inaturalist.org/observations/47240768",3,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.845029,30.919645,3,,,,3,,open,false,,,Twin Swift,Torbenlarsenia gemella,Twin Swift,Insecta,1353567
48872174,2020/06/07 8:43 PM EDT,2020-06-07,2020-06-08 00:43:00 UTC,Eastern Time (US & Canada),1282686,seaheart88,Edward Perry IV,2020-06-08 02:44:55 UTC,2022-09-16 11:28:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48872174,https://inaturalist-open-data.s3.amazonaws.com/photos/77564705/medium.jpg,,"","on my garden green beans; have followed from adult ovipositing, egg hatch, caterpillars feeding, to pupa",1,0,false,,"1770 Mason Terrace, Melbourne, FL 32935, USA",28.14681,-80.649589,190,,,,190,,,false,,,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,Insecta,67435
49253386,2020-06-11 3:00:52 PM EDT,2020-06-11,2020-06-11 19:00:52 UTC,Eastern Time (US & Canada),956047,christinagebhard,Christina Gebhard,2020-06-11 19:11:50 UTC,2020-12-03 20:04:56 UTC,research,,https://www.inaturalist.org/observations/49253386,https://static.inaturalist.org/photos/78183181/medium.jpeg,,"","On baptisia, cant find a match for what it is
Asked entomologist
"" It *looks* like a parasitized and dying (or dead) caterpillar of the Wild Indigo Duskywing (Erynnis baptisiae). It's a kind of skipper.""",1,0,false,2,"Spencerville, MD 20868, USA",39.127879,-76.9622439722,,,,,,,,false,gps,gps,Wild Indigo Duskywing,Erynnis baptisiae,Wild Indigo Duskywing,Insecta,58478
49962662,2020-06-17 1:08:19 PM EDT,2020-06-17,2020-06-17 17:08:19 UTC,Eastern Time (US & Canada),1612991,treegal60,Karin Hess,2020-06-17 17:24:47 UTC,2020-07-22 17:10:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49962662,https://inaturalist-open-data.s3.amazonaws.com/photos/79326835/medium.jpeg,,"","Small, transparent skinned caterpillar with transparent pairs of feet found on Canna leaf in garden in east Wake county near Neuse River after heavy rains. Lower 3/4 of body looks dark green under the smooth transparent upper layer of skin. Top 1/4 of body looks brown. Dark brown, flat round head with 2 pairs of tiny brown feet just below head. Good grasping feet. Very end of body is transparent completely & a pair of 2 white dots sit on the caterpillar lower back over the dark green color.",1,0,false,2,"Wake County, US-NC, US",35.7873733114,-78.5329604416,13,,,,28649,obscured,,true,,,Brazilian Skipper,Calpodes ethlius,Brazilian Skipper,Insecta,53866
50410201,2020-06-21 7:23:01 AM EDT,2020-06-21,2020-06-21 11:23:01 UTC,Eastern Time (US & Canada),2688075,billhaley,,2020-06-21 14:01:47 UTC,2020-06-23 23:16:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50410201,https://inaturalist-open-data.s3.amazonaws.com/photos/80042136/medium.jpg,,"","Dark caterpillar cutting edge of cannas leaf in preparation for making a leaf ""tent"" to hide in. Brazilian Skipper.",1,0,false,2,10768 Loop Road,35.2689108506,-85.1711446792,176,,,,176,,,false,gps,gps,Brazilian Skipper,Calpodes ethlius,Brazilian Skipper,Insecta,53866
52773654,2020-06-05 2:44:48 PM GMT+05:30,2020-06-05,2020-06-05 09:14:48 UTC,Chennai,2489932,vishruta,VISHRUTA PAI,2020-07-12 07:44:42 UTC,2021-12-15 19:10:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52773654,https://inaturalist-open-data.s3.amazonaws.com/photos/83912886/medium.jpg,,"",5th instar of grass demon caterpillar ,1,0,false,2,"Kodailbail, Mangalore, Karnataka, India",12.8722337462,74.839589037,27,,,,27,,,false,gps,gps,Grass Demon,Udaspes folus,Grass Demon,Insecta,154364
53170538,Wed Jul 15 2020 11:20:55 GMT-0400 (EDT),2020-07-15,2020-07-15 15:20:55 UTC,Eastern Time (US & Canada),4495,mnerrie,Michael Nerrie,2020-07-15 17:04:48 UTC,2020-07-23 14:58:45 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/53170538,https://inaturalist-open-data.s3.amazonaws.com/photos/84555286/medium.jpg,,"",This caterpillar was found under a flap of cut leaf on a Kentucky Wisteria - Wisteria macrostachya,1,0,false,3,"Distant Hill Gardens, Walpole, NH, US",43.08355833,-72.36426667,5,,,,5,,,false,,,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
54226457,2020/07/22 ,2020-07-22,,Eastern Time (US & Canada),13406,hobiecat,"",2020-07-25 02:10:00 UTC,2022-09-29 22:45:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54226457,https://inaturalist-open-data.s3.amazonaws.com/photos/86274345/medium.jpg,,"","Silver-spotted Skipper caterpillar

(adult seen flying today at the north shore of Grand Isle)",1,0,false,,"Grand Isle, VT 05458, USA",44.6923674435,-73.3417734614,31,,,,31,,,false,,,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
55928992,2020-08-09 11:18:34 AM CDT,2020-08-09,2020-08-09 16:18:34 UTC,Central Time (US & Canada),2781454,nathanbettger,Nathan Bettger,2020-08-09 16:37:53 UTC,2020-08-10 17:28:06 UTC,research,,https://www.inaturalist.org/observations/55928992,https://static.inaturalist.org/photos/89088060/medium.jpeg,,"","Caterpillar eats grasses like rice cutgrass and bluegrass. The adult eats nectar from plants like red clover, purple vetch, thistles, New York ironweed, milkweed, and dogbane.",1,0,false,2,"Wisconsin, US",43.8356598244,-88.6246075318,132,,,,27411,obscured,,true,gps,gps,Peck's Skipper,Polites peckius,Peck's Skipper,Insecta,133631
55950499,2020-08-09 2:17:08 PM EDT,2020-08-09,2020-08-09 18:17:08 UTC,Eastern Time (US & Canada),973805,sharon110,Sharon B,2020-08-09 19:48:04 UTC,2022-01-24 20:24:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55950499,https://inaturalist-open-data.s3.amazonaws.com/photos/89124638/medium.jpeg,,"",within a patch of canna with perhaps a dozen leaves folded like the caterpillars do,1,0,false,2,"Norfolk, VA 23518, USA",36.9033333333,-76.2002777778,,,,,,,,false,gps,gps,Brazilian Skipper,Calpodes ethlius,Brazilian Skipper,Insecta,53866
56001036,2020-08-10 9:56:32 AM GMT+05:30,2020-08-10,2020-08-10 04:26:32 UTC,Mumbai,679749,swanand,swanand kesari,2020-08-10 05:23:31 UTC,2020-08-10 09:37:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56001036,https://inaturalist-open-data.s3.amazonaws.com/photos/89210039/medium.jpeg,,"",Caterpillars keep changing leaves. And sleep during the day and eat the leaf during night..so they actually eat there house:),1,0,false,2,"Sr.No.37/S,A/2,Samarth Complex,Opp to Siddhivinayak Jewellers,Last Bus Stop,, Dhankawadi, Gulab Nagar, Chandrabhaga Nagar, Dhankawadi, Pune, Maharashtra 411043, India",18.4633388517,73.8516159056,,,,,,,,false,gps,gps,Grass Demon,Udaspes folus,Grass Demon,Insecta,154364
56585534,Sat Aug 01 2020 13:41:13 GMT-0400 (EDT),2020-08-01,2020-08-01 17:41:13 UTC,Eastern Time (US & Canada),3470001,suzysenna,Suzanne Koptur,2020-08-16 01:52:21 UTC,2020-08-17 08:53:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56585534,https://inaturalist-open-data.s3.amazonaws.com/photos/90184483/medium.jpg,,"",Caterpillar on Desmodium weed in garden ,1,0,false,3,"SW 65th Pl, South Miami, FL, US",25.6992487669,-80.2985975546,109,,,,109,,,false,,,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,Insecta,67435
56949918,Sun Jul 19 2020 12:00:58 GMT-0400 (EDT),2020-07-19,2020-07-19 16:00:58 UTC,Eastern Time (US & Canada),1640459,annredmond,Ann Redmond,2020-08-19 17:27:53 UTC,2022-07-17 00:17:37 UTC,research,,https://www.inaturalist.org/observations/56949918,https://static.inaturalist.org/photos/90795044/medium.jpg,,"",On my fire flag. About 4” long caterpillar in the leaf fold. Same color as the leaf and a somewhat flattened shape.,1,0,false,3,"Leu Rd, Orlando, FL, US",28.56943,-81.35396667,10,,,,10,,,false,,,Brazilian Skipper,Calpodes ethlius,Brazilian Skipper,Insecta,53866
57033208,Thu Aug 20 2020 11:37:52 GMT-0400 (EDT),2020-08-20,2020-08-20 15:37:52 UTC,Eastern Time (US & Canada),453994,mushroomtracks,,2020-08-20 15:41:12 UTC,2020-08-20 17:01:52 UTC,research,,https://www.inaturalist.org/observations/57033208,https://static.inaturalist.org/photos/90938757/medium.jpg,,"","I have seen the silver spotted skipper butterfly, and here’s the caterpillar, on a pawpaw tree.",1,0,false,3,"Crescent St, Stow, MA, US",42.43843,-71.49771167,10,,,,10,,,false,,,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559
57471176,Sun Aug 23 2020 19:34:36 GMT+0200 (GMT+2),2020-08-23,2020-08-23 17:34:36 UTC,Pretoria,611863,suncana,"",2020-08-24 19:07:16 UTC,2021-04-13 10:38:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/57471176,https://static.inaturalist.org/photos/91672377/medium.jpg,,"","CRG 713

Caterpillar: https://www.inaturalist.org/observations/53830787",1,0,false,3,"Tyburn Way, Westville, KZN, ZA",-29.846821,30.919548,28,,,,28,,open,false,,,Red-tab Policeman,Coeliades keithloa,Red-tab Policeman,Insecta,658440
57893716,2020/08/08 8:11 PM CDT,2020-08-08,2020-08-09 01:11:00 UTC,Central Time (US & Canada),275627,ericwilliams,Eric Williams,2020-08-29 04:29:21 UTC,2020-08-29 04:42:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/57893716,https://static.inaturalist.org/photos/92385420/medium.jpg,,"3947, Erynnis juvenalis, Hesperiidae, Hopkins County, Juvenal's Duskywing, KY, Kentucky, Pyrginae, butterfly, caterpillar, insect, lepidoptera","A Juvenal's Duskywing caterpillar on red oak in Hopkins County, KY.",1,0,false,,"Kentucky, US",37.1370141129,-87.4416817164,2,,,,28447,obscured,,true,,,Juvenal's Duskywing,Erynnis juvenalis,Juvenal's Duskywing,Insecta,58475
58717435,2020-09-06 8:39:49 AM GMT+05:30,2020-09-06,2020-09-06 03:09:49 UTC,Chennai,3357517,lakhankohli,Lakhan Kohli,2020-09-06 14:47:56 UTC,2022-01-11 15:01:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58717435,https://inaturalist-open-data.s3.amazonaws.com/photos/93765425/medium.jpeg,,"",Caterpillar,1,0,false,2,"C-57-C, Gangotri Enclave, Alaknanda, New Delhi, Delhi 110019, India",28.5211371944,77.2521964722,,,,,,,,false,gps,gps,Common Banded Awl,Hasora chromus,Common Banded Awl,Insecta,306860
58835312,2020-09-07 9:12:20 AM CDT,2020-09-07,2020-09-07 09:12:20 UTC,UTC,2952670,annafranklin,Anna Franklin,2020-09-07 14:16:58 UTC,2020-10-15 22:33:16 UTC,research,,https://www.inaturalist.org/observations/58835312,https://static.inaturalist.org/photos/93960795/medium.jpeg,,"","Smooth caterpillar that heavily resembles a slug, found on Canna Lily leaves. He is a very dark green color, with two white eyespots on his back",2,0,false,2,"Mt. Juliet, TN, USA",36.1898449722,-86.570867,,,,,,,,false,gps,gps,Brazilian Skipper,Calpodes ethlius,Brazilian Skipper,Insecta,53866
